formula,count_regular,percent_regular,os,n_days,count_on_request,percent_on_request,pct_on_request
businesscritical/tap/dishy,33,0.0,macos,365,33,0.0,100.0
bwagner5/tap/aws-sam-cli-rc,33,0.0,macos,365,33,0.0,100.0
cig,33,0.0,macos,365,33,0.0,100.0
clockworknet/cmc/cmc,33,0.0,macos,365,32,0.0,96.96969696969697
colfer,33,0.0,macos,365,33,0.0,100.0
cryptape/cita/cita,33,0.0,macos,365,32,0.0,96.96969696969697
customink/puma/puma-dev,33,0.0,macos,365,33,0.0,100.0
darkbrow/repo/ffmpeg --HEAD,33,0.0,macos,365,33,0.0,100.0
delph-in/delphin/ace,33,0.0,macos,365,33,0.0,100.0
denji/nginx/nginx-full --with-debug --with-gzip-static --with-http2 --with-accept-language-module --with-lua-module --with-set-misc-module,33,0.0,macos,365,32,0.0,96.96969696969697
denji/nginx/nginx-full --with-gunzip --with-gzip-static --with-http2 --with-mp4 --with-stream --with-stream-ssl --with-stream-ssl-preread --with-webdav --with-fancyindex-module --with-mp4-h264-module --with-unzip-module,33,0.0,macos,365,33,0.0,100.0
denji/nginx/nginx-full --with-http2,33,0.0,macos,365,33,0.0,100.0
dlr-ts/sumo/sumo --with-ffmpeg --with-gdal --with-gl2ps --with-swig,33,0.0,macos,365,33,0.0,100.0
dnsrend,33,0.0,macos,365,32,0.0,96.96969696969697
dvd-vr,33,0.0,macos,365,33,0.0,100.0
dvhar/brewtest/csvquery,33,0.0,macos,365,33,0.0,100.0
eclipse-iofog/iofogctl/iofogctl@1.3,33,0.0,macos,365,33,0.0,100.0
elastic/tap/packetbeat-oss,33,0.0,macos,365,33,0.0,100.0
ern-runner,33,0.0,macos,365,33,0.0,100.0
g8,33,0.0,macos,365,33,0.0,100.0
gem-travis,33,0.0,macos,365,33,0.0,100.0
git-hooks-go,33,0.0,macos,365,33,0.0,100.0
glassechidna/taps/awsweb,33,0.0,macos,365,33,0.0,100.0
greenplum-db/tap/greenplum-db,33,0.0,macos,365,33,0.0,100.0
grpc/grpc/grpc --with-plugins,33,0.0,macos,365,25,0.0,75.75757575757575
hbdemo,33,0.0,macos,365,33,0.0,100.0
hhvm/hhvm/hhvm-4.76,33,0.0,macos,365,31,0.0,93.93939393939394
hhvm/hhvm/hhvm-4.80,33,0.0,macos,365,32,0.0,96.96969696969697
icecube-spno/icecube/cppzmq,33,0.0,macos,365,33,0.0,100.0
iltommi/brews/gnuplot,33,0.0,macos,365,33,0.0,100.0
jawshooah/pyenv/pyenv-default-packages --HEAD,33,0.0,macos,365,33,0.0,100.0
kahip,33,0.0,macos,365,33,0.0,100.0
kamilsk/tap/goimports,33,0.0,macos,365,33,0.0,100.0
kost/ulx3s/fujprog --HEAD,33,0.0,macos,365,33,0.0,100.0
Lanraragi,33,0.0,macos,365,33,0.0,100.0
lfortran,33,0.0,macos,365,33,0.0,100.0
libbluray --HEAD,33,0.0,macos,365,33,0.0,100.0
libdill,33,0.0,macos,365,33,0.0,100.0
libxml2 --HEAD,33,0.0,macos,365,33,0.0,100.0
lina,33,0.0,macos,365,33,0.0,100.0
llvm-hs/llvm/llvm-3.9,33,0.0,macos,365,32,0.0,96.96969696969697
mgrachev/tap/dotenv-linter,33,0.0,macos,365,33,0.0,100.0
nasm --HEAD,33,0.0,macos,365,32,0.0,96.96969696969697
nmaahc/nmaahcmm/nmaahcmm --HEAD,33,0.0,macos,365,33,0.0,100.0
nnathan/dsvpn/dsvpn,33,0.0,macos,365,33,0.0,100.0
oak,33,0.0,macos,365,33,0.0,100.0
Opensignal-V-P-N,33,0.0,macos,365,33,0.0,100.0
opplOnelogin,33,0.0,macos,365,33,0.0,100.0
pango --HEAD,33,0.0,macos,365,24,0.0,72.72727272727273
pflouret/tap/overdrive-m4b --without-fdk-aac,33,0.0,macos,365,33,0.0,100.0
poacpm/poac/poac,33,0.0,macos,365,33,0.0,100.0
pokerstove,33,0.0,macos,365,33,0.0,100.0
postgis@2.3,33,0.0,macos,365,33,0.0,100.0
pulumi/tap/crd2pulumi,33,0.0,macos,365,33,0.0,100.0
purplebooth/repo/art-station-i-guess,33,0.0,macos,365,33,0.0,100.0
pygame/portmidi/libmikmod,33,0.0,macos,365,33,0.0,100.0
railwaycat/emacsmacport/emacs-mac --with-spacemacs-icon --with-imagemagick,33,0.0,macos,365,32,0.0,96.96969696969697
rdp/openssh-gssapi/openssh-patched --with-gssapi-support --with-hpn --with-keychain-support --with-ldns,33,0.0,macos,365,33,0.0,100.0
roboticslibrary/rl/rl,33,0.0,macos,365,33,0.0,100.0
roma-glushko/tango/tango,33,0.0,macos,365,33,0.0,100.0
rtmpdump --HEAD,33,0.0,macos,365,32,0.0,96.96969696969697
scenee/formulae/relax,33,0.0,macos,365,33,0.0,100.0
sethrfore/r-srf/r --with-openblas,33,0.0,macos,365,33,0.0,100.0
sfiera/gn/gn,33,0.0,macos,365,33,0.0,100.0
sgrep-noclash,33,0.0,macos,365,33,0.0,100.0
sidaf/pentest/metasploit-framework,33,0.0,macos,365,33,0.0,100.0
smartypants,33,0.0,macos,365,33,0.0,100.0
swift-embedded/formulae/cross,33,0.0,macos,365,33,0.0,100.0
thecasualcoder/stable/kube-tmuxp,33,0.0,macos,365,32,0.0,96.96969696969697
ucommon,33,0.0,macos,365,32,0.0,96.96969696969697
uptech/oss/git-cl,33,0.0,macos,365,33,0.0,100.0
valet-sh/core/vsh-php70,33,0.0,macos,365,33,0.0,100.0
vinhnx/formulae/vintage,33,0.0,macos,365,33,0.0,100.0
voibuvie/trojan-go/trojan-go,33,0.0,macos,365,33,0.0,100.0
wdfs,33,0.0,macos,365,32,0.0,96.96969696969697
xeus-cling,33,0.0,macos,365,33,0.0,100.0
yvee1/tools/hascard,33,0.0,macos,365,33,0.0,100.0
actioniq-oss/taps/git,32,0.0,macos,365,32,0.0,100.0
akshaymankar/tap/dhall-fly,32,0.0,macos,365,32,0.0,100.0
aljohri/-/kar,32,0.0,macos,365,32,0.0,100.0
ampersandhq/php/amp-php@5.4,32,0.0,macos,365,32,0.0,100.0
arcanist --HEAD,32,0.0,macos,365,32,0.0,100.0
artsy/formulas/copy_env,32,0.0,macos,365,32,0.0,100.0
bashtop,32,0.0,macos,365,32,0.0,100.0
bedrock-cli,32,0.0,macos,365,32,0.0,100.0
bfontaine/utils/grape,32,0.0,macos,365,32,0.0,100.0
bork,32,0.0,macos,365,32,0.0,100.0
brewsci/bio/clonalframeml,32,0.0,macos,365,31,0.0,96.875
brewsci/science/cantera --with-matlab=,32,0.0,macos,365,32,0.0,100.0
brewsci/science/igvtools,32,0.0,macos,365,32,0.0,100.0
butterflynetwork/buildkite/buildkite-agent,32,0.0,macos,365,32,0.0,100.0
clzip,32,0.0,macos,365,32,0.0,100.0
cmarquardt/formulae/scipy4python@2,32,0.0,macos,365,31,0.0,96.875
crichardson332/crich_brews/vtk@6.2,32,0.0,macos,365,31,0.0,96.875
cybertk/formulae/launchd-oneshot,32,0.0,macos,365,32,0.0,100.0
d12frosted/emacs-plus/emacs-plus --HEAD --without-spacemacs-icon --without-multicolor-fonts --with-jansson,32,0.0,macos,365,32,0.0,100.0
d12frosted/emacs-plus/emacs-plus@27 --with-mailutils,32,0.0,macos,365,29,0.0,90.625
decklink,32,0.0,macos,365,32,0.0,100.0
denji/nginx/nginx-full --with-gunzip --with-http2 --with-stream --with-tcp-proxy-module --with-upload-module --with-upload-progress-module,32,0.0,macos,365,32,0.0,100.0
dlr-ts/sumo/sumo@1.2.0,32,0.0,macos,365,32,0.0,100.0
e-zl/r-srf/r --with-texinfo --with-libtiff --with-cairo,32,0.0,macos,365,32,0.0,100.0
farmotive/k8s/kpoof --without-kubernetes-cli,32,0.0,macos,365,32,0.0,100.0
funollet/tap/aws-laziness,32,0.0,macos,365,32,0.0,100.0
gitql,32,0.0,macos,365,32,0.0,100.0
gloox,32,0.0,macos,365,26,0.0,81.25
gmerlino/yad/yad,32,0.0,macos,365,32,0.0,100.0
guardtime/ksi/ksi-tools,32,0.0,macos,365,32,0.0,100.0
hbang/repo/deviceconsole --HEAD,32,0.0,macos,365,31,0.0,96.875
hipagesgroup/tap/whaler,32,0.0,macos,365,32,0.0,100.0
hqx,32,0.0,macos,365,31,0.0,96.875
ilijamt/tap/vht,32,0.0,macos,365,32,0.0,100.0
imagejs,32,0.0,macos,365,32,0.0,100.0
irssi --HEAD,32,0.0,macos,365,27,0.0,84.375
izumin5210/tools/gex,32,0.0,macos,365,32,0.0,100.0
jamesstidard/formulas/mzo,32,0.0,macos,365,32,0.0,100.0
jcolson/taps/maven-noopenjdk,32,0.0,macos,365,32,0.0,100.0
kde-mac/kde/kf5-kitemmodels --HEAD,32,0.0,macos,365,32,0.0,100.0
klaytn/klaytn/solidity@0.5.6,32,0.0,macos,365,32,0.0,100.0
libcanberra --HEAD,32,0.0,macos,365,32,0.0,100.0
libming,32,0.0,macos,365,28,0.0,87.5
makepp,32,0.0,macos,365,32,0.0,100.0
netcdf --HEAD,32,0.0,macos,365,32,0.0,100.0
nshipster/formulae/swift-syntax-highlight,32,0.0,macos,365,32,0.0,100.0
ober/brew/jira,32,0.0,macos,365,32,0.0,100.0
opendrop,32,0.0,macos,365,32,0.0,100.0
paritytech/paritytech/ethstore,32,0.0,macos,365,32,0.0,100.0
pgtoolkit,32,0.0,macos,365,32,0.0,100.0
php@5.6.40,32,0.0,macos,365,32,0.0,100.0
pillar,32,0.0,macos,365,32,0.0,100.0
pioneer --HEAD,32,0.0,macos,365,32,0.0,100.0
ploticus,32,0.0,macos,365,32,0.0,100.0
proj5,32,0.0,macos,365,32,0.0,100.0
python --with-tcl-tk,32,0.0,macos,365,32,0.0,100.0
railwaycat/emacsmacport/emacs-mac --HEAD --with-modules,32,0.0,macos,365,32,0.0,100.0
rdup,32,0.0,macos,365,28,0.0,87.5
samritchie/forge/forge,32,0.0,macos,365,31,0.0,96.875
sbtenv --HEAD,32,0.0,macos,365,32,0.0,100.0
scivisum/tap/ffmpeg,32,0.0,macos,365,32,0.0,100.0
shellcheck --HEAD,32,0.0,macos,365,30,0.0,93.75
shiny-server,32,0.0,macos,365,32,0.0,100.0
sidaf/pentest/jex_boss,32,0.0,macos,365,32,0.0,100.0
sidaf/pentest/nishang,32,0.0,macos,365,32,0.0,100.0
springernature/halfpipe/halfpipe,32,0.0,macos,365,32,0.0,100.0
ssh-permit-a38,32,0.0,macos,365,32,0.0,100.0
ssm-vault,32,0.0,macos,365,32,0.0,100.0
tal,32,0.0,macos,365,32,0.0,100.0
tellme,32,0.0,macos,365,32,0.0,100.0
tfenv --HEAD,32,0.0,macos,365,32,0.0,100.0
timescaledb,32,0.0,macos,365,32,0.0,100.0
tunnel-manager-conf,32,0.0,macos,365,32,0.0,100.0
turforlag/cervezas/pdftk,32,0.0,macos,365,32,0.0,100.0
ustwo/tools/mastermind,32,0.0,macos,365,32,0.0,100.0
vapoursynth --HEAD,32,0.0,macos,365,32,0.0,100.0
vim --with-override-system-vi,32,0.0,macos,365,25,0.0,78.125
vitorgalvao/tiny-scripts/pkg-extract,32,0.0,macos,365,32,0.0,100.0
wso2/wso2/wso2am-micro-gw-toolkit-3.1.0,32,0.0,macos,365,32,0.0,100.0
yschimke/tap/okurl,32,0.0,macos,365,31,0.0,96.875
acaire/taps/stax,31,0.0,macos,365,31,0.0,100.0
ampersandhq/php/amp-php@5.6,31,0.0,macos,365,28,0.0,90.32258064516128
apache@2.4.41,31,0.0,macos,365,31,0.0,100.0
blackfireio/blackfire/blackfire-php73 --without-homebrew-php,31,0.0,macos,365,31,0.0,100.0
boatswain,31,0.0,macos,365,31,0.0,100.0
brewsci/bio/delly,31,0.0,macos,365,31,0.0,100.0
bsdsfv,31,0.0,macos,365,31,0.0,100.0
caarlos0/tap/jsonfmt,31,0.0,macos,365,31,0.0,100.0
casperlabs/casperlabs/casperlabs_client,31,0.0,macos,365,31,0.0,100.0
cfn-format,31,0.0,macos,365,31,0.0,100.0
clamz,31,0.0,macos,365,30,0.0,96.7741935483871
cloudfoundry/tap/bosh-init,31,0.0,macos,365,30,0.0,96.7741935483871
curlf,31,0.0,macos,365,31,0.0,100.0
d12frosted/emacs-plus/emacs-plus@27 --HEAD --with-xwidgets,31,0.0,macos,365,31,0.0,100.0
d12frosted/emacs-plus/emacs-plus@28 --with-xwidgets --with-jansson,31,0.0,macos,365,31,0.0,100.0
ddcctl,31,0.0,macos,365,31,0.0,100.0
dlib --HEAD,31,0.0,macos,365,31,0.0,100.0
dlr-ts/sumo/sumo --with-gdal,31,0.0,macos,365,31,0.0,100.0
dwcaress/mbsystem/otps --with-tpxo8,31,0.0,macos,365,31,0.0,100.0
elastic/tap/auditbeat-oss,31,0.0,macos,365,31,0.0,100.0
engali94/formulae/xmljson,31,0.0,macos,365,31,0.0,100.0
enigma --HEAD,31,0.0,macos,365,31,0.0,100.0
erlang --HEAD,31,0.0,macos,365,29,0.0,93.54838709677419
erlang@22.3.4.6,31,0.0,macos,365,31,0.0,100.0
fballiano/mageutils/pestle,31,0.0,macos,365,31,0.0,100.0
fex,31,0.0,macos,365,31,0.0,100.0
ffmpegdecklink,31,0.0,macos,365,31,0.0,100.0
garfieldius/t3ll/t3ll,31,0.0,macos,365,31,0.0,100.0
gel,31,0.0,macos,365,31,0.0,100.0
gerby,31,0.0,macos,365,31,0.0,100.0
ghorg,31,0.0,macos,365,31,0.0,100.0
gocardless/taps/gc-owners,31,0.0,macos,365,31,0.0,100.0
goolabs,31,0.0,macos,365,26,0.0,83.87096774193549
Gradle,31,0.0,macos,365,31,0.0,100.0
hhvm/hhvm/hhvm-4.47,31,0.0,macos,365,31,0.0,100.0
homebrew-ffmpeg/ffmpeg/ffmpeg --with-fdk-aac --with-librsvg --with-libsoxr --with-libssh --with-tesseract --with-libvidstab --with-opencore-amr --with-openh264 --with-openjpeg --with-openssl --with-rav1e --with-rubberband --with-webp --with-zeromq --with-zimg --with-srt --with-libvmaf --with-libxml2 --with-game-music-emu --with-libbluray --with-libbs2b --with-libcaca --with-libgsm --with-libmodplug --with-openssl@1.1 --with-rtmpdump --with-speex --with-two-lame --with-wavpack --with-xvid,31,0.0,macos,365,31,0.0,100.0
homebrew-ffmpeg/ffmpeg/ffmpeg --with-fdk-aac --with-rtmpdump,31,0.0,macos,365,31,0.0,100.0
http4k/tap/http4k,31,0.0,macos,365,31,0.0,100.0
ianomaly/taps/kubernetes-cli@1.15,31,0.0,macos,365,31,0.0,100.0
imthaghost/scdl/scdl,31,0.0,macos,365,31,0.0,100.0
jacobfg/taps/awscreds2,31,0.0,macos,365,30,0.0,96.7741935483871
kabel/php-ext/php@7.3-snmp,31,0.0,macos,365,31,0.0,100.0
kidonng/malt/v2ray,31,0.0,macos,365,30,0.0,96.7741935483871
ktemkin/oss-fpga/nextpnr-ecp5 --HEAD,31,0.0,macos,365,31,0.0,100.0
lgug2z/tap/rae,31,0.0,macos,365,31,0.0,100.0
libcerf --HEAD,31,0.0,macos,365,31,0.0,100.0
limebox/netsuite/sdfsdk,31,0.0,macos,365,31,0.0,100.0
md-paper,31,0.0,macos,365,31,0.0,100.0
mickep76/funk-gnarge/etcdtool,31,0.0,macos,365,31,0.0,100.0
minamijoyo/tfmigrate/tfmigrate,31,0.0,macos,365,31,0.0,100.0
msdl,31,0.0,macos,365,31,0.0,100.0
ninjaaung/nere/nere,31,0.0,macos,365,31,0.0,100.0
nossralf/sqlpackage/Sqlpackage,31,0.0,macos,365,31,0.0,100.0
notmuch --HEAD,31,0.0,macos,365,28,0.0,90.32258064516128
octavore/tools/delta,31,0.0,macos,365,31,0.0,100.0
olafurpg/scalafmt/coursier --HEAD,31,0.0,macos,365,31,0.0,100.0
openems --HEAD,31,0.0,macos,365,31,0.0,100.0
opentracing-cpp,31,0.0,macos,365,31,0.0,100.0
orbs-network/devtools/gamma-cli,31,0.0,macos,365,31,0.0,100.0
ortus-solutions/boxtap/commandbox --devel,31,0.0,macos,365,31,0.0,100.0
osgeo/osgeo4mac/grass6,31,0.0,macos,365,29,0.0,93.54838709677419
packetq,31,0.0,macos,365,31,0.0,100.0
paypal/butterfly/butterfly,31,0.0,macos,365,31,0.0,100.0
petere/postgresql/postgresql@8.4,31,0.0,macos,365,31,0.0,100.0
piquette/qtrn/qtrn,31,0.0,macos,365,31,0.0,100.0
protobuf@3.1,31,0.0,macos,365,29,0.0,93.54838709677419
qlik-oss/taps/qlik-corectl,31,0.0,macos,365,31,0.0,100.0
qt@4,31,0.0,macos,365,31,0.0,100.0
railwaycat/emacsmacport/emacs-mac --HEAD --with-jansson,31,0.0,macos,365,31,0.0,100.0
railwaycat/emacsmacport/emacs-mac --with-modules --with-modern-icon,31,0.0,macos,365,30,0.0,96.7741935483871
redis-leveldb,31,0.0,macos,365,30,0.0,96.7741935483871
riofs,31,0.0,macos,365,31,0.0,100.0
sachaos/atcoder/atcoder,31,0.0,macos,365,31,0.0,100.0
shmcat,31,0.0,macos,365,31,0.0,100.0
sidaf/pentest/cewl,31,0.0,macos,365,31,0.0,100.0
sidaf/pentest/header_check,31,0.0,macos,365,31,0.0,100.0
somagic,31,0.0,macos,365,31,0.0,100.0
speechly/tap/speechly,31,0.0,macos,365,31,0.0,100.0
subito-it/made/cachi,31,0.0,macos,365,31,0.0,100.0
tatey/hacks/postgis@2,31,0.0,macos,365,31,0.0,100.0
tdsmith/ham/direwolf,31,0.0,macos,365,31,0.0,100.0
thefuck --HEAD,31,0.0,macos,365,31,0.0,100.0
togl,31,0.0,macos,365,28,0.0,90.32258064516128
vapor-beta,31,0.0,macos,365,31,0.0,100.0
varenc/ffmpeg/ffmpeg --with-libvidstab,31,0.0,macos,365,31,0.0,100.0
vsh-php56,31,0.0,macos,365,31,0.0,100.0
vulcan,31,0.0,macos,365,31,0.0,100.0
x265 --HEAD,31,0.0,macos,365,28,0.0,90.32258064516128
xacc,31,0.0,macos,365,29,0.0,93.54838709677419
xiw/crossbuild/x86_64-linux-gnu-binutils,31,0.0,macos,365,31,0.0,100.0
xiw/crossbuild/x86_64-linux-gnu-gdb,31,0.0,macos,365,31,0.0,100.0
xtitle,31,0.0,macos,365,31,0.0,100.0
yext/tap/sud,31,0.0,macos,365,31,0.0,100.0
actioniq-oss/taps/gnupg,30,0.0,macos,365,30,0.0,100.0
actioniq-oss/taps/hub,30,0.0,macos,365,30,0.0,100.0
antswordproject/antsword/antsword,30,0.0,macos,365,30,0.0,100.0
artemnovichkov/projects/fastfood,30,0.0,macos,365,30,0.0,100.0
babylonhealth/babylon/shipcat,30,0.0,macos,365,30,0.0,100.0
bhyve-firmware,30,0.0,macos,365,30,0.0,100.0
blackfireio/blackfire/blackfire-php73-zts,30,0.0,macos,365,30,0.0,100.0
brewdbuilder,30,0.0,macos,365,30,0.0,100.0
brewsci/bio/arcs,30,0.0,macos,365,30,0.0,100.0
brewsci/bio/genewise,30,0.0,macos,365,30,0.0,100.0
brewsci/bio/maker,30,0.0,macos,365,30,0.0,100.0
brewsci/science/ncl,30,0.0,macos,365,30,0.0,100.0
brewsci/science/wcstools,30,0.0,macos,365,30,0.0,100.0
celero,30,0.0,macos,365,30,0.0,100.0
clojure/tools/clojure@1.10.1.600,30,0.0,macos,365,30,0.0,100.0
coast,30,0.0,macos,365,30,0.0,100.0
ctail,30,0.0,macos,365,30,0.0,100.0
data-converter,30,0.0,macos,365,30,0.0,100.0
dbcli/tap/athenacli,30,0.0,macos,365,30,0.0,100.0
dsl,30,0.0,macos,365,30,0.0,100.0
ethpm/ethpm-cli/ethpm-cli,30,0.0,macos,365,30,0.0,100.0
fmdiff,30,0.0,macos,365,30,0.0,100.0
gem-iStats,30,0.0,macos,365,30,0.0,100.0
hhvm/hhvm/hhvm-4.35,30,0.0,macos,365,30,0.0,100.0
homebrew-ffmpeg/ffmpeg/ffmpeg --with-fdk-aac --with-librsvg --with-libsoxr --with-libssh --with-tesseract --with-libvidstab --with-opencore-amr --with-openh264 --with-openjpeg --with-openssl --with-rubberband --with-webp --with-zeromq --with-zimg --with-srt --with-libvmaf --with-libxml2 --with-libgsm --with-libmodplug --with-rtmpdump --with-speex --with-two-lame --with-wavpack --with-xvid,30,0.0,macos,365,30,0.0,100.0
ivan-is/python/python@3.4,30,0.0,macos,365,30,0.0,100.0
jupedsim/jps/jpsvis --HEAD,30,0.0,macos,365,30,0.0,100.0
kyslik/php/php54,30,0.0,macos,365,27,0.0,90.0
kyslik/php/php72-redis,30,0.0,macos,365,30,0.0,100.0
laughpass,30,0.0,macos,365,30,0.0,100.0
lrose-solo3,30,0.0,macos,365,30,0.0,100.0
microplane,30,0.0,macos,365,30,0.0,100.0
mongodb-community@4.2,30,0.0,macos,365,30,0.0,100.0
nickle,30,0.0,macos,365,28,0.0,93.33333333333333
nikoksr/taps/proji,30,0.0,macos,365,30,0.0,100.0
nshipster/formulae/xcprojectlint,30,0.0,macos,365,30,0.0,100.0
opsone/php/php@5.6,30,0.0,macos,365,30,0.0,100.0
osrf/simulation/gazebo8 --HEAD,30,0.0,macos,365,30,0.0,100.0
portworx/brew/pxc,30,0.0,macos,365,29,0.0,96.66666666666667
pothosware/pothos/soapyplutosdr,30,0.0,macos,365,30,0.0,100.0
presto,30,0.0,macos,365,30,0.0,100.0
remote,30,0.0,macos,365,30,0.0,100.0
replit/tap/upm,30,0.0,macos,365,30,0.0,100.0
retest/tap/recheck.cli,30,0.0,macos,365,30,0.0,100.0
seattle-beach/tap/gi,30,0.0,macos,365,30,0.0,100.0
sidaf/pentest/robots_disallowed,30,0.0,macos,365,30,0.0,100.0
sidaf/pentest/testssl-static,30,0.0,macos,365,30,0.0,100.0
slockit/in3/in3,30,0.0,macos,365,30,0.0,100.0
snapifact,30,0.0,macos,365,30,0.0,100.0
snapmaster-io/snap/snap,30,0.0,macos,365,30,0.0,100.0
stormlib,30,0.0,macos,365,30,0.0,100.0
syslog-ng,30,0.0,macos,365,30,0.0,100.0
tamadalab/brew/kani,30,0.0,macos,365,30,0.0,100.0
team-sonique/dev-setup/kubernetes-cli,30,0.0,macos,365,30,0.0,100.0
tendermint/tendermint/tendermint,30,0.0,macos,365,30,0.0,100.0
thepeaklab/tap/mockturtle,30,0.0,macos,365,30,0.0,100.0
thrift@0.9.3,30,0.0,macos,365,30,0.0,100.0
torxakis/torxakis/torxakis,30,0.0,macos,365,30,0.0,100.0
tsuru/tsuru/crane,30,0.0,macos,365,30,0.0,100.0
typesafe-activator,30,0.0,macos,365,26,0.0,86.66666666666667
uptoc,30,0.0,macos,365,30,0.0,100.0
vramsteg,30,0.0,macos,365,30,0.0,100.0
wess/repo/overlook --HEAD,30,0.0,macos,365,29,0.0,96.66666666666667
wfxr/csview/csview,30,0.0,macos,365,30,0.0,100.0
willgit,30,0.0,macos,365,30,0.0,100.0
wso2am-3.0.0,30,0.0,macos,365,30,0.0,100.0
wxmac --devel,30,0.0,macos,365,30,0.0,100.0
xdpyinfo,30,0.0,macos,365,29,0.0,96.66666666666667
xiw/jos/i386-jos-elf-qemu --HEAD,30,0.0,macos,365,29,0.0,96.66666666666667
actioniq-oss/taps/jq,29,0.0,macos,365,29,0.0,100.0
arb-project/arb/arb --HEAD,29,0.0,macos,365,27,0.0,93.10344827586206
bepro-company/brew/github-flow-sugar,29,0.0,macos,365,29,0.0,100.0
bl4cc4t/vsplugins/vsp-addgrain --HEAD,29,0.0,macos,365,29,0.0,100.0
blaze,29,0.0,macos,365,29,0.0,100.0
bpineau/tap/katafygio,29,0.0,macos,365,29,0.0,100.0
brewsci/bio/gblocks,29,0.0,macos,365,29,0.0,100.0
brewsci/bio/ivar,29,0.0,macos,365,29,0.0,100.0
brewsci/bio/ntjoin,29,0.0,macos,365,29,0.0,100.0
broot --HEAD,29,0.0,macos,365,29,0.0,100.0
carlosedp/tap/sshoot,29,0.0,macos,365,28,0.0,96.55172413793103
chunkwm,29,0.0,macos,365,29,0.0,100.0
cli11,29,0.0,macos,365,27,0.0,93.10344827586206
clojure/tools/clojure@1.10.1.672,29,0.0,macos,365,29,0.0,100.0
cots --HEAD,29,0.0,macos,365,29,0.0,100.0
crit,29,0.0,macos,365,29,0.0,100.0
dgsga/cctools/mtoc,29,0.0,macos,365,29,0.0,100.0
dino,29,0.0,macos,365,29,0.0,100.0
dollarshaveclub/public/acyl,29,0.0,macos,365,29,0.0,100.0
dps8m,29,0.0,macos,365,29,0.0,100.0
fbsimctl --HEAD,29,0.0,macos,365,29,0.0,100.0
ffmpeg --with-sdl2,29,0.0,macos,365,28,0.0,96.55172413793103
flanni/hep-software/hepmc3,29,0.0,macos,365,28,0.0,96.55172413793103
fortune-it,29,0.0,macos,365,29,0.0,100.0
frdmn/formulas/homebrew-update-notifier,29,0.0,macos,365,29,0.0,100.0
gcc@4.8,29,0.0,macos,365,29,0.0,100.0
ginkgo,29,0.0,macos,365,29,0.0,100.0
git-sfdc-dev.jonhays.devprops,29,0.0,macos,365,29,0.0,100.0
gitlab-runner --HEAD,29,0.0,macos,365,29,0.0,100.0
goreleaser/goreleaser/goreleaser,29,0.0,macos,365,29,0.0,100.0
groupon-ssh,29,0.0,macos,365,29,0.0,100.0
hazelcast@4.2020.09,29,0.0,macos,365,29,0.0,100.0
hhvm/hhvm/hhvm-4.82,29,0.0,macos,365,25,0.0,86.20689655172413
hhvm/hhvm/hhvm-4.86,29,0.0,macos,365,29,0.0,100.0
hikouki/docin/docin,29,0.0,macos,365,29,0.0,100.0
imagemagick --with-librsvg --with-pango --with-x11,29,0.0,macos,365,29,0.0,100.0
influxdbv2,29,0.0,macos,365,29,0.0,100.0
jdevelop/s3kit/s3kit,29,0.0,macos,365,29,0.0,100.0
jmeter --with-plugins,29,0.0,macos,365,28,0.0,96.55172413793103
kabel/pecl/php-mongodb,29,0.0,macos,365,29,0.0,100.0
kabel/pecl/php@7.2-xdebug,29,0.0,macos,365,29,0.0,100.0
kalw/custom-brews/snx,29,0.0,macos,365,29,0.0,100.0
kde-mac/kde/kf5-portingaids-frameworks,29,0.0,macos,365,29,0.0,100.0
kec,29,0.0,macos,365,29,0.0,100.0
keychain-pkcs11,29,0.0,macos,365,29,0.0,100.0
keystone-engine-dev --HEAD,29,0.0,macos,365,29,0.0,100.0
knxd,29,0.0,macos,365,29,0.0,100.0
koudaiii/tools/qucli,29,0.0,macos,365,29,0.0,100.0
libcaca --HEAD,29,0.0,macos,365,29,0.0,100.0
libivy,29,0.0,macos,365,28,0.0,96.55172413793103
libsbol,29,0.0,macos,365,28,0.0,96.55172413793103
linweix/linwei/php@7.2,29,0.0,macos,365,29,0.0,100.0
locksmith,29,0.0,macos,365,29,0.0,100.0
macmade/tap/trash --HEAD,29,0.0,macos,365,29,0.0,100.0
mctunnel-spotlight,29,0.0,macos,365,29,0.0,100.0
mroonga/mroonga/mroonga --use-homebrew-mysql56,29,0.0,macos,365,29,0.0,100.0
neomutt/neomutt/neomutt --with-notmuch-patch,29,0.0,macos,365,27,0.0,93.10344827586206
neonichu/formulae/trolldrop,29,0.0,macos,365,29,0.0,100.0
nifti_clib,29,0.0,macos,365,29,0.0,100.0
nrobinson2000/po/gcc-arm-none-eabi-53,29,0.0,macos,365,29,0.0,100.0
nuspell/nuspell/nuspell,29,0.0,macos,365,29,0.0,100.0
ogmtools,29,0.0,macos,365,29,0.0,100.0
olleolleolle/adr-tools/adr_tools,29,0.0,macos,365,28,0.0,96.55172413793103
openalpr,29,0.0,macos,365,25,0.0,86.20689655172413
pablo,29,0.0,macos,365,29,0.0,100.0
pcb2gcode --HEAD,29,0.0,macos,365,29,0.0,100.0
pjk/libcbor/libcbor,29,0.0,macos,365,29,0.0,100.0
poster,29,0.0,macos,365,29,0.0,100.0
psheehan/science/galario --HEAD,29,0.0,macos,365,29,0.0,100.0
