formula,count_regular,percent_regular,os,n_days,count_on_request,percent_on_request,pct_on_request
hlint,2494,0.0,macos,365,2493,0.0,99.95990376904571
osmosis,2490,0.0,macos,365,2246,0.0,90.20080321285141
baobab,2488,0.0,macos,365,2423,0.0,97.38745980707395
saulpw/vd/visidata,2487,0.0,macos,365,2484,0.0,99.87937273823884
vert.x,2486,0.0,macos,365,2202,0.0,88.57602574416734
kong/kong/openresty@1.15.8.3,2484,0.0,macos,365,83,0.0,3.3413848631239937
rbenv-default-gems,2483,0.0,macos,365,2403,0.0,96.77809101892872
libnfc,2478,0.0,macos,365,1613,0.0,65.09281678773205
onefetch,2478,0.0,macos,365,2478,0.0,100.0
joe,2473,0.0,macos,365,2411,0.0,97.49292357460574
chezmoi,2471,0.0,macos,365,2471,0.0,100.0
gnu-typist,2461,0.0,macos,365,2392,0.0,97.19626168224299
bmon,2458,0.0,macos,365,2432,0.0,98.94222945484134
html2text,2457,0.0,macos,365,2333,0.0,94.95319495319495
docfx,2456,0.0,macos,365,2453,0.0,99.87785016286645
groff,2456,0.0,macos,365,2371,0.0,96.53908794788273
homebank,2455,0.0,macos,365,2329,0.0,94.86761710794298
vnstat,2455,0.0,macos,365,2287,0.0,93.15682281059064
prestodb,2453,0.0,macos,365,2437,0.0,99.34773746432938
cmocka,2451,0.0,macos,365,2415,0.0,98.531211750306
linux-noah/noah/noah,2442,0.0,macos,365,2435,0.0,99.71334971334971
jump,2441,0.0,macos,365,2404,0.0,98.48422777550184
tailor,2439,0.0,macos,365,2385,0.0,97.7859778597786
mike-engel/jwt-cli/jwt-cli,2438,0.0,macos,365,2433,0.0,99.79491386382281
mogenerator,2435,0.0,macos,365,2321,0.0,95.31827515400411
riemann-client,2434,0.0,macos,365,142,0.0,5.834018077239113
dark-mode,2432,0.0,macos,365,2248,0.0,92.43421052631578
michaeleisel/zld/zld,2428,0.0,macos,365,2428,0.0,100.0
nexus,2419,0.0,macos,365,2355,0.0,97.35427862753204
opencc,2396,0.0,macos,365,2261,0.0,94.36560934891486
watson,2392,0.0,macos,365,2314,0.0,96.73913043478261
knot,2386,0.0,macos,365,1332,0.0,55.825649622799666
cargo-c,2381,0.0,macos,365,708,0.0,29.735405291894164
saxon,2375,0.0,macos,365,1998,0.0,84.12631578947368
dosbox-x,2373,0.0,macos,365,2256,0.0,95.06953223767383
libgda,2373,0.0,macos,365,1993,0.0,83.98651495996629
gst-rtsp-server,2372,0.0,macos,365,2363,0.0,99.62057335581788
dhall-json,2370,0.0,macos,365,2367,0.0,99.87341772151899
bit,2366,0.0,macos,365,2364,0.0,99.91546914623838
polipo,2365,0.0,macos,365,2314,0.0,97.84355179704018
wildfly-as,2362,0.0,macos,365,2127,0.0,90.05080440304826
recode,2355,0.0,macos,365,2083,0.0,88.45010615711253
bento4,2354,0.0,macos,365,2349,0.0,99.78759558198811
darcs,2348,0.0,macos,365,2114,0.0,90.03407155025553
jid,2348,0.0,macos,365,2305,0.0,98.1686541737649
cesanta/mos/mos,2346,0.0,macos,365,2344,0.0,99.9147485080989
bcrypt,2343,0.0,macos,365,2338,0.0,99.78659837814767
elasticsearch@2.4,2343,0.0,macos,365,2312,0.0,98.67690994451557
shpotify,2341,0.0,macos,365,2314,0.0,98.84664673216574
fzy,2337,0.0,macos,365,2331,0.0,99.74326059050064
ask-cli,2335,0.0,macos,365,2335,0.0,100.0
gping,2331,0.0,macos,365,2328,0.0,99.87129987129987
ultralist,2330,0.0,macos,365,2254,0.0,96.7381974248927
ec2-api-tools,2328,0.0,macos,365,951,0.0,40.850515463917525
perl-build,2328,0.0,macos,365,1199,0.0,51.503436426116835
libxp,2327,0.0,macos,365,26,0.0,1.1173184357541899
siril,2322,0.0,macos,365,2318,0.0,99.82773471145563
spotbugs,2318,0.0,macos,365,2103,0.0,90.72476272648835
tcptrace,2318,0.0,macos,365,2311,0.0,99.69801553062986
noti,2315,0.0,macos,365,2192,0.0,94.68682505399568
tika,2315,0.0,macos,365,2144,0.0,92.6133909287257
cloudfoundry/tap/credhub-cli,2313,0.0,macos,365,2301,0.0,99.48119325551232
termius,2313,0.0,macos,365,2274,0.0,98.31387808041504
tree-sitter,2310,0.0,macos,365,79,0.0,3.4199134199134202
libgnt,2309,0.0,macos,365,26,0.0,1.126028583802512
eosio.cdt,2306,0.0,macos,365,2296,0.0,99.56634865568084
fcgi,2306,0.0,macos,365,1217,0.0,52.77536860364267
rcm,2305,0.0,macos,365,2286,0.0,99.17570498915401
gptfdisk,2302,0.0,macos,365,2177,0.0,94.56993918331885
croc,2301,0.0,macos,365,2295,0.0,99.73924380704041
gromacs,2299,0.0,macos,365,2260,0.0,98.30361026533275
minidlna,2292,0.0,macos,365,2229,0.0,97.25130890052355
asciiquarium,2291,0.0,macos,365,2290,0.0,99.95635093845482
gnu-prolog,2289,0.0,macos,365,2171,0.0,94.84491044124071
ballerina,2287,0.0,macos,365,2286,0.0,99.95627459554001
bitcoin,2284,0.0,macos,365,2267,0.0,99.25569176882661
libnfs,2277,0.0,macos,365,563,0.0,24.725516029863854
bootloadhid --HEAD,2276,0.0,macos,365,2274,0.0,99.91212653778558
libu2f-host,2269,0.0,macos,365,964,0.0,42.48567650947554
xbitmaps,2267,0.0,macos,365,28,0.0,1.235112483458315
tee-clc,2261,0.0,macos,365,2252,0.0,99.60194604157454
yle-dl,2255,0.0,macos,365,2146,0.0,95.16629711751663
tomcat-native,2253,0.0,macos,365,2181,0.0,96.80426098535287
ffmpegthumbnailer,2252,0.0,macos,365,1944,0.0,86.32326820603907
google-java-format,2244,0.0,macos,365,2238,0.0,99.73262032085562
goenv --HEAD,2242,0.0,macos,365,2238,0.0,99.82158786797503
mongoose,2236,0.0,macos,365,2142,0.0,95.79606440071557
libpulsar,2234,0.0,macos,365,2234,0.0,100.0
imageoptim-cli,2230,0.0,macos,365,2228,0.0,99.91031390134529
bramstein/webfonttools/sfnt2woff,2229,0.0,macos,365,2228,0.0,99.95513683266039
softhsm,2229,0.0,macos,365,2216,0.0,99.41677882458502
hmmer,2228,0.0,macos,365,1464,0.0,65.70915619389586
bochs,2227,0.0,macos,365,2198,0.0,98.69779973057925
rhino,2227,0.0,macos,365,1850,0.0,83.07139649753032
tintin,2227,0.0,macos,365,2138,0.0,96.0035922766053
shyaml,2226,0.0,macos,365,2198,0.0,98.74213836477988
ffmpeg@2.8,2224,0.0,macos,365,2096,0.0,94.24460431654677
tomanthony/brews/itermocil,2222,0.0,macos,365,2215,0.0,99.68496849684968
mlt,2220,0.0,macos,365,1860,0.0,83.78378378378379
petere/postgresql/postgresql@11,2214,0.0,macos,365,2198,0.0,99.2773261065944
x3270,2214,0.0,macos,365,2155,0.0,97.33514001806685
bazelbuild/tap/bazelisk,2207,0.0,macos,365,2205,0.0,99.90937924784775
dmg2img,2205,0.0,macos,365,2197,0.0,99.63718820861678
percona-server,2205,0.0,macos,365,2114,0.0,95.87301587301587
antiword,2201,0.0,macos,365,2152,0.0,97.77373920945026
pngpaste,2201,0.0,macos,365,1342,0.0,60.972285324852336
hackrf,2200,0.0,macos,365,1230,0.0,55.90909090909091
twpayne/taps/chezmoi,2197,0.0,macos,365,2193,0.0,99.8179335457442
boz/repo/kail,2195,0.0,macos,365,2187,0.0,99.63553530751709
ddgr,2195,0.0,macos,365,2190,0.0,99.77220956719817
cargo-completion,2193,0.0,macos,365,2165,0.0,98.72321021431829
libmtp,2193,0.0,macos,365,1464,0.0,66.75786593707251
gitui,2188,0.0,macos,365,2187,0.0,99.9542961608775
ruby-build --HEAD,2188,0.0,macos,365,2132,0.0,97.44058500914076
bc,2187,0.0,macos,365,2182,0.0,99.77137631458619
git-standup,2180,0.0,macos,365,2112,0.0,96.88073394495413
legit,2178,0.0,macos,365,1917,0.0,88.01652892561982
mapnik,2178,0.0,macos,365,2081,0.0,95.54637281910009
mmv,2178,0.0,macos,365,2175,0.0,99.86225895316805
translate-toolkit,2178,0.0,macos,365,2043,0.0,93.80165289256198
gdub,2172,0.0,macos,365,2157,0.0,99.30939226519338
osx-cross/avr/avr-gcc@7,2172,0.0,macos,365,2155,0.0,99.21731123388582
remind101/formulae/assume-role,2172,0.0,macos,365,2160,0.0,99.4475138121547
antlr@2,2165,0.0,macos,365,169,0.0,7.806004618937644
havoc-io/mutagen/mutagen,2162,0.0,macos,365,2161,0.0,99.95374653098983
qt@5.5,2161,0.0,macos,365,2161,0.0,100.0
subliminal,2160,0.0,macos,365,1897,0.0,87.82407407407408
perltidy,2157,0.0,macos,365,2152,0.0,99.76819656930923
neko,2154,0.0,macos,365,610,0.0,28.319405756731662
anime-downloader,2149,0.0,macos,365,2144,0.0,99.76733364355515
rbspy,2146,0.0,macos,365,2145,0.0,99.95340167753962
stress,2143,0.0,macos,365,2140,0.0,99.86000933271116
x11vnc,2142,0.0,macos,365,2074,0.0,96.82539682539682
theseal/ssh-askpass/ssh-askpass,2140,0.0,macos,365,2047,0.0,95.65420560747664
jinja2-cli,2131,0.0,macos,365,2129,0.0,99.9061473486626
recon-ng,2125,0.0,macos,365,2113,0.0,99.43529411764706
pip-completion,2124,0.0,macos,365,2058,0.0,96.89265536723164
ccm,2118,0.0,macos,365,2072,0.0,97.82813975448536
pivotal/tap/git-together,2117,0.0,macos,365,1938,0.0,91.54463863958432
chrome-cli,2112,0.0,macos,365,2046,0.0,96.875
latex2rtf,2105,0.0,macos,365,1931,0.0,91.73396674584323
prisma/prisma/prisma,2105,0.0,macos,365,2103,0.0,99.90498812351544
ssh-audit,2099,0.0,macos,365,2013,0.0,95.90281086231539
timidity,2097,0.0,macos,365,1980,0.0,94.4206008583691
libaacs,2094,0.0,macos,365,1556,0.0,74.30754536771728
pothosware/pothos/soapysdr,2094,0.0,macos,365,525,0.0,25.07163323782235
vulgo/repo/webdriver.sh,2094,0.0,macos,365,2093,0.0,99.95224450811844
snap,2091,0.0,macos,365,586,0.0,28.02486848397896
tetratelabs/getenvoy/envoy,2091,0.0,macos,365,2091,0.0,100.0
wpengine/wpe-cli/wpe-cli,2090,0.0,macos,365,2088,0.0,99.90430622009569
habitat-sh/habitat/hab,2088,0.0,macos,365,2079,0.0,99.56896551724138
picard-tools,2087,0.0,macos,365,1926,0.0,92.28557738380451
nsq,2082,0.0,macos,365,2037,0.0,97.8386167146974
toilet,2082,0.0,macos,365,2078,0.0,99.80787704130644
powerline-go,2079,0.0,macos,365,2076,0.0,99.85569985569985
blackfireio/blackfire/blackfire-php73,2072,0.0,macos,365,2071,0.0,99.95173745173746
gengetopt,2071,0.0,macos,365,1940,0.0,93.67455335586673
linux-noah/noah/noahstrap,2071,0.0,macos,365,39,0.0,1.883148237566393
modules,2069,0.0,macos,365,1684,0.0,81.39197680038666
gmsh,2068,0.0,macos,365,2021,0.0,97.72727272727273
gcc --HEAD,2062,0.0,macos,365,2048,0.0,99.32104752667314
loadimpact/k6/k6,2057,0.0,macos,365,2044,0.0,99.3680116674769
codefresh-io/cli/codefresh,2050,0.0,macos,365,2024,0.0,98.73170731707317
tccutil,2041,0.0,macos,365,1995,0.0,97.74620284174425
xmlrpc-c,2040,0.0,macos,365,581,0.0,28.480392156862745
unrtf,2037,0.0,macos,365,1986,0.0,97.49631811487481
yurikoles/yurikoles/far2l --HEAD,2030,0.0,macos,365,2030,0.0,100.0
pygtk,2029,0.0,macos,365,725,0.0,35.73188762937408
riscv/riscv/riscv-tools,2024,0.0,macos,365,2016,0.0,99.60474308300395
clementtsang/bottom/bottom,2023,0.0,macos,365,2022,0.0,99.95056846267919
little-cms,2017,0.0,macos,365,1423,0.0,70.55032226078333
tealdeer,2016,0.0,macos,365,2016,0.0,100.0
mopidy/mopidy/mopidy,2015,0.0,macos,365,1896,0.0,94.09429280397022
jdupes,2009,0.0,macos,365,2009,0.0,100.0
raggi/ale/openssl-osx-ca,2008,0.0,macos,365,1861,0.0,92.67928286852589
tag,2005,0.0,macos,365,1923,0.0,95.91022443890274
mockserver,2004,0.0,macos,365,1925,0.0,96.05788423153693
codekitchen/dinghy/unfs3,2003,0.0,macos,365,57,0.0,2.845731402895656
shivammathur/php/php@5.6,2002,0.0,macos,365,2001,0.0,99.95004995004994
telegram-cli,1998,0.0,macos,365,1996,0.0,99.8998998998999
shivammathur/php/php@7.4,1995,0.0,macos,365,1994,0.0,99.94987468671678
osrf/simulation/ignition-msgs4,1989,0.0,macos,365,198,0.0,9.95475113122172
spoof-mac,1989,0.0,macos,365,1889,0.0,94.97234791352437
go@1.9,1986,0.0,macos,365,1799,0.0,90.5840886203424
libbs2b,1984,0.0,macos,365,107,0.0,5.393145161290323
spectolabs/tap/hoverfly,1984,0.0,macos,365,1968,0.0,99.19354838709677
most,1981,0.0,macos,365,1919,0.0,96.87026754164563
dovecot,1979,0.0,macos,365,1843,0.0,93.1278423446185
riscv/riscv/riscv-isa-sim,1970,0.0,macos,365,93,0.0,4.720812182741117
confluent-platform,1969,0.0,macos,365,1966,0.0,99.84763839512442
stockfish,1969,0.0,macos,365,1951,0.0,99.08583037074658
delphinus/sfmono-square/sfmono-square,1961,0.0,macos,365,1960,0.0,99.94900560938297
awscurl,1960,0.0,macos,365,1959,0.0,99.94897959183675
autoconf@2.13,1952,0.0,macos,365,1939,0.0,99.33401639344262
librealsense,1946,0.0,macos,365,1942,0.0,99.79445015416239
tfsec,1945,0.0,macos,365,1945,0.0,100.0
webkit2png,1936,0.0,macos,365,1925,0.0,99.43181818181817
djvu2pdf,1933,0.0,macos,365,1929,0.0,99.79306777030523
dyld-headers,1924,0.0,macos,365,1788,0.0,92.93139293139293
appsody/appsody/appsody,1920,0.0,macos,365,1915,0.0,99.73958333333334
jabley/wrk2/wrk2 --HEAD,1916,0.0,macos,365,1912,0.0,99.79123173277662
apache-arrow-glib,1914,0.0,macos,365,1911,0.0,99.84326018808778
spatialite-tools,1913,0.0,macos,365,1847,0.0,96.54992158912702
appledoc,1910,0.0,macos,365,1808,0.0,94.65968586387434
tmux --HEAD,1910,0.0,macos,365,1788,0.0,93.61256544502618
pgbadger,1900,0.0,macos,365,1828,0.0,96.21052631578947
hivemq/mqtt-cli/mqtt-cli,1898,0.0,macos,365,1897,0.0,99.94731296101159
bramstein/webfonttools/sfnt2woff-zopfli,1897,0.0,macos,365,1882,0.0,99.20927780706378
ivy,1896,0.0,macos,365,1650,0.0,87.0253164556962
sdcc,1896,0.0,macos,365,1798,0.0,94.83122362869199
cuelang/tap/cue,1893,0.0,macos,365,1889,0.0,99.78869519281564
viennacl,1892,0.0,macos,365,1890,0.0,99.89429175475686
ghi,1886,0.0,macos,365,1868,0.0,99.0455991516437
pbzip2,1886,0.0,macos,365,1781,0.0,94.43266171792153
kylef/formulae/swiftenv,1883,0.0,macos,365,1848,0.0,98.14126394052045
go@1.11,1882,0.0,macos,365,1859,0.0,98.77789585547289
xmake,1880,0.0,macos,365,1819,0.0,96.75531914893617
blackfireio/blackfire/blackfire-php72,1876,0.0,macos,365,1876,0.0,100.0
erlang@19,1876,0.0,macos,365,434,0.0,23.134328358208954
crosstool-ng,1873,0.0,macos,365,1795,0.0,95.83555792845702
mongodb,1866,0.0,macos,365,1822,0.0,97.64201500535906
pgloader --HEAD,1862,0.0,macos,365,1857,0.0,99.73147153598282
osrf/simulation/sdformat6,1858,0.0,macos,365,63,0.0,3.3907427341227128
superfly/tap/flyctl,1854,0.0,macos,365,1850,0.0,99.78425026968716
xwmx/taps/nb,1854,0.0,macos,365,1851,0.0,99.83818770226537
clinfo,1841,0.0,macos,365,1833,0.0,99.565453557849
fairwindsops/tap/pluto,1839,0.0,macos,365,1837,0.0,99.89124524197933
xmrig,1836,0.0,macos,365,1819,0.0,99.07407407407408
clojurescript,1834,0.0,macos,365,1684,0.0,91.82115594329335
plenv,1832,0.0,macos,365,1738,0.0,94.86899563318777
buildkite/buildkite/buildkite-agent --token=,1828,0.0,macos,365,1809,0.0,98.96061269146608
kubespy,1826,0.0,macos,365,1822,0.0,99.78094194961665
jp,1822,0.0,macos,365,1822,0.0,100.0
osgeo/osgeo4mac/osgeo-hdf4,1821,0.0,macos,365,222,0.0,12.191103789126853
fetchmail,1820,0.0,macos,365,1531,0.0,84.12087912087912
libvo-aacenc,1819,0.0,macos,365,557,0.0,30.621220450797143
helmsman,1814,0.0,macos,365,1814,0.0,100.0
csvq,1808,0.0,macos,365,1807,0.0,99.94469026548673
ffmpeg2theora,1808,0.0,macos,365,1058,0.0,58.51769911504425
buildkit,1807,0.0,macos,365,1804,0.0,99.83397897066962
pth,1805,0.0,macos,365,461,0.0,25.540166204986146
mdbook,1801,0.0,macos,365,1795,0.0,99.66685174902833
bmake,1800,0.0,macos,365,1110,0.0,61.66666666666667
datamash,1799,0.0,macos,365,1744,0.0,96.94274596998332
elm-format,1799,0.0,macos,365,1741,0.0,96.77598665925514
tesseract --HEAD,1799,0.0,macos,365,1789,0.0,99.44413563090606
ucspi-tcp,1796,0.0,macos,365,1725,0.0,96.0467706013363
id3v2,1795,0.0,macos,365,1412,0.0,78.66295264623956
libofx,1794,0.0,macos,365,558,0.0,31.103678929765888
ifstat,1792,0.0,macos,365,1787,0.0,99.72098214285714
urlview,1791,0.0,macos,365,1734,0.0,96.8174204355109
eddieantonio/eddieantonio/imgcat,1788,0.0,macos,365,1759,0.0,98.37807606263982
clojure-lsp,1786,0.0,macos,365,1784,0.0,99.88801791713325
agda,1785,0.0,macos,365,1734,0.0,97.14285714285714
kde-karchive,1772,0.0,macos,365,913,0.0,51.52370203160272
petsc,1770,0.0,macos,365,1670,0.0,94.35028248587571
thoughtbot/formulae/rcm,1769,0.0,macos,365,1652,0.0,93.38609383832673
argtable,1768,0.0,macos,365,428,0.0,24.20814479638009
dns2tcp,1764,0.0,macos,365,1762,0.0,99.88662131519274
petere/postgresql/postgresql@10,1764,0.0,macos,365,1743,0.0,98.80952380952381
advancecomp,1759,0.0,macos,365,1411,0.0,80.2160318362706
cloudfoundry/tap/bbl,1756,0.0,macos,365,1754,0.0,99.88610478359908
hashicorp/tap/consul,1755,0.0,macos,365,1747,0.0,99.54415954415956
osgeo/osgeo4mac/osgeo-libkml,1754,0.0,macos,365,93,0.0,5.3021664766248575
osrf/simulation/ignition-rendering2,1750,0.0,macos,365,206,0.0,11.771428571428572
usbmuxd --HEAD,1750,0.0,macos,365,1742,0.0,99.54285714285714
beeftornado/rmtree/brew-rmtree,1744,0.0,macos,365,1260,0.0,72.24770642201835
vice,1742,0.0,macos,365,1687,0.0,96.84270952927669
vapoursynth-sub,1739,0.0,macos,365,1732,0.0,99.59746981023578
oauth2l,1737,0.0,macos,365,1736,0.0,99.94242947610823
shairport-sync,1737,0.0,macos,365,1705,0.0,98.15774323546344
dwarfutils,1734,0.0,macos,365,549,0.0,31.66089965397924
osrf/simulation/ignition-transport7,1733,0.0,macos,365,199,0.0,11.482977495672245
swiftdocorg/formulae/swift-doc,1733,0.0,macos,365,1731,0.0,99.88459319099827
tylerbrock/saw/saw,1733,0.0,macos,365,1732,0.0,99.94229659549913
fastqc,1726,0.0,macos,365,1621,0.0,93.91657010428737
ttygif,1726,0.0,macos,365,1680,0.0,97.33487833140208
libical,1724,0.0,macos,365,1077,0.0,62.47099767981439
kde-mac/kde/kf5-ki18n,1721,0.0,macos,365,333,0.0,19.349215572341663
rangaofei/saka/sokit,1720,0.0,macos,365,1715,0.0,99.70930232558139
git-plus,1715,0.0,macos,365,1537,0.0,89.6209912536443
kde-mac/kde/kf5-karchive,1713,0.0,macos,365,610,0.0,35.61004086398132
ldc,1713,0.0,macos,365,1535,0.0,89.60887332165791
profanity,1710,0.0,macos,365,1531,0.0,89.53216374269006
convox,1709,0.0,macos,365,1678,0.0,98.18607372732592
kde-mac/kde/kf5-extra-cmake-modules,1707,0.0,macos,365,341,0.0,19.976567076742825
dateutils,1706,0.0,macos,365,1590,0.0,93.20046893317702
psutils,1706,0.0,macos,365,1170,0.0,68.58147713950761
libqalculate,1702,0.0,macos,365,1096,0.0,64.39482961222092
lzop,1699,0.0,macos,365,1670,0.0,98.29311359623308
pgweb,1696,0.0,macos,365,1639,0.0,96.63915094339622
physfs,1694,0.0,macos,365,399,0.0,23.553719008264462
gpsbabel,1690,0.0,macos,365,1295,0.0,76.62721893491124
ansifilter,1689,0.0,macos,365,1618,0.0,95.79632918886915
davidalger/warden/warden,1686,0.0,macos,365,1684,0.0,99.88137603795967
xchtmlreport --HEAD,1686,0.0,macos,365,1686,0.0,100.0
planck,1684,0.0,macos,365,1454,0.0,86.34204275534442
scw,1681,0.0,macos,365,1644,0.0,97.79892920880428
telnetd,1679,0.0,macos,365,1671,0.0,99.52352590827874
erlang@21,1677,0.0,macos,365,1517,0.0,90.45915324985091
zoxide,1675,0.0,macos,365,1673,0.0,99.88059701492537
monolith,1673,0.0,macos,365,1673,0.0,100.0
kde-ki18n,1672,0.0,macos,365,777,0.0,46.47129186602871
osrf/simulation/ignition-rendering3,1672,0.0,macos,365,146,0.0,8.732057416267942
idris,1671,0.0,macos,365,1598,0.0,95.63135846798325
wmctrl,1668,0.0,macos,365,1614,0.0,96.76258992805755
subnetcalc,1664,0.0,macos,365,1562,0.0,93.8701923076923
serf,1662,0.0,macos,365,1296,0.0,77.9783393501805
woshiccm/tap/pecker,1661,0.0,macos,365,1660,0.0,99.93979530403372
glslviewer,1659,0.0,macos,365,1652,0.0,99.57805907172997
httperf,1659,0.0,macos,365,1437,0.0,86.61844484629296
srecord,1658,0.0,macos,365,982,0.0,59.22798552472859
mpv --HEAD,1656,0.0,macos,365,1545,0.0,93.29710144927536
libtorch,1654,0.0,macos,365,1537,0.0,92.92623941958887
libtommath,1652,0.0,macos,365,741,0.0,44.85472154963681
ponyc,1652,0.0,macos,365,1417,0.0,85.77481840193705
atool,1651,0.0,macos,365,1651,0.0,100.0
aubio,1648,0.0,macos,365,1504,0.0,91.2621359223301
getdns,1647,0.0,macos,365,372,0.0,22.586520947176687
kallisto,1640,0.0,macos,365,1628,0.0,99.26829268292683
nlohmann/json/nlohmann_json,1638,0.0,macos,365,765,0.0,46.7032967032967
px4/px4/px4-dev,1638,0.0,macos,365,1524,0.0,93.04029304029304
hyperscan,1637,0.0,macos,365,1627,0.0,99.38912645082468
shopify/shopify/toxiproxy,1632,0.0,macos,365,1627,0.0,99.69362745098039
instantclienttap/instantclient/instantclient-sdk,1628,0.0,macos,365,1611,0.0,98.95577395577395
k1low/tap/tbls,1628,0.0,macos,365,1624,0.0,99.75429975429975
libfreenect,1627,0.0,macos,365,1497,0.0,92.0098340503995
gti,1626,0.0,macos,365,1551,0.0,95.38745387453874
awscli --HEAD,1625,0.0,macos,365,1571,0.0,96.67692307692307
pothosware/pothos/pothos,1624,0.0,macos,365,107,0.0,6.588669950738916
ttyrec,1624,0.0,macos,365,888,0.0,54.679802955665025
cifer,1623,0.0,macos,365,1620,0.0,99.81515711645102
castxml,1618,0.0,macos,365,876,0.0,54.14091470951793
zsh-navigation-tools,1617,0.0,macos,365,1617,0.0,100.0
buildapp,1615,0.0,macos,365,205,0.0,12.693498452012383
emacs --HEAD,1615,0.0,macos,365,1516,0.0,93.86996904024768
proftpd,1615,0.0,macos,365,1564,0.0,96.84210526315789
charmbracelet/tap/glow,1614,0.0,macos,365,1614,0.0,100.0
vcpkg,1612,0.0,macos,365,1605,0.0,99.56575682382135
allegro,1610,0.0,macos,365,1553,0.0,96.45962732919254
bbftp-client,1610,0.0,macos,365,1598,0.0,99.25465838509317
buku,1609,0.0,macos,365,1576,0.0,97.94903666873834
govc,1607,0.0,macos,365,1607,0.0,100.0
ical-buddy,1606,0.0,macos,365,1539,0.0,95.82814445828146
lego,1605,0.0,macos,365,1559,0.0,97.13395638629282
remotemobprogramming/brew/mob,1602,0.0,macos,365,1602,0.0,100.0
coin-or-tools/coinor/coinutils,1593,0.0,macos,365,63,0.0,3.954802259887006
bashdb,1592,0.0,macos,365,1532,0.0,96.23115577889448
ucl,1591,0.0,macos,365,180,0.0,11.313639220615965
kube-aws,1590,0.0,macos,365,1563,0.0,98.30188679245283
sanemat/font/ricty --with-powerline,1590,0.0,macos,365,1561,0.0,98.17610062893081
pyenv-virtualenv --HEAD,1587,0.0,macos,365,1576,0.0,99.30686830497794
yqrashawn/goku/goku,1585,0.0,macos,365,1580,0.0,99.6845425867508
nextdns/tap/nextdns,1576,0.0,macos,365,1574,0.0,99.8730964467005
ydiff,1575,0.0,macos,365,1540,0.0,97.77777777777777
libsvg-cairo,1570,0.0,macos,365,337,0.0,21.46496815286624
dbmate,1569,0.0,macos,365,1568,0.0,99.93626513702995
gpsd,1567,0.0,macos,365,1482,0.0,94.57562220804084
icecast,1563,0.0,macos,365,1496,0.0,95.71337172104927
pivotal/tap/pivnet-cli,1563,0.0,macos,365,1554,0.0,99.42418426103646
pgrouting,1562,0.0,macos,365,1199,0.0,76.76056338028168
elastic/tap/kibana-oss,1561,0.0,macos,365,1548,0.0,99.16720051249199
goofys,1561,0.0,macos,365,1552,0.0,99.42344650864831
metricbeat,1561,0.0,macos,365,1541,0.0,98.71877001921845
libquvi,1555,0.0,macos,365,81,0.0,5.209003215434083
mat2,1553,0.0,macos,365,1517,0.0,97.68190598840954
patchutils,1551,0.0,macos,365,1461,0.0,94.1972920696325
osrf/simulation/sdformat8,1549,0.0,macos,365,44,0.0,2.8405422853453843
ngspice,1548,0.0,macos,365,1453,0.0,93.86304909560724
u-boot-tools,1547,0.0,macos,365,1499,0.0,96.89722042663219
hcxtools,1540,0.0,macos,365,1538,0.0,99.87012987012987
