formula,count_regular,percent_regular,os,n_days,count_on_request,percent_on_request,pct_on_request
llvm@9,4376,0.0,macos,365,3285,0.0,75.06855575868373
strongswan,4375,0.0,macos,365,4240,0.01,96.91428571428573
buildkite/buildkite/buildkite-agent,4372,0.0,macos,365,4357,0.01,99.65690759377858
ethereum/ethereum/ethereum,4363,0.0,macos,365,3226,0.0,73.93994957597984
xclip,4359,0.0,macos,365,4340,0.01,99.56412021105758
redis@4.0,4341,0.0,macos,365,4309,0.01,99.26284266298087
irrlicht,4338,0.0,macos,365,568,0.0,13.093591516828033
zegervdv/zathura/zathura,4333,0.0,macos,365,4173,0.0,96.30740826217401
sdl_sound,4331,0.0,macos,365,1984,0.0,45.8092819210344
tcpflow,4331,0.0,macos,365,4156,0.0,95.95936273377973
cntlm,4330,0.0,macos,365,4317,0.01,99.69976905311778
elm,4330,0.0,macos,365,4136,0.0,95.51963048498845
macvim --HEAD,4317,0.0,macos,365,4190,0.0,97.05814222839935
zim,4317,0.0,macos,365,4312,0.01,99.88417882788974
sysdig,4316,0.0,macos,365,3679,0.0,85.2409638554217
tektoncd/tools/tektoncd-cli,4310,0.0,macos,365,4307,0.01,99.93039443155453
bear,4309,0.0,macos,365,4253,0.01,98.7003945230912
jhead,4280,0.0,macos,365,3901,0.0,91.14485981308411
azcopy,4264,0.0,macos,365,4253,0.01,99.7420262664165
swaks,4259,0.0,macos,365,4105,0.0,96.38412772951396
hashpump,4254,0.0,macos,365,4078,0.0,95.86271744240715
act,4241,0.0,macos,365,4241,0.01,100.0
woff2,4235,0.0,macos,365,4173,0.0,98.53600944510036
languagetool,4227,0.0,macos,365,4041,0.0,95.59971611071683
watchexec,4217,0.0,macos,365,2801,0.0,66.4216267488736
calicoctl,4210,0.0,macos,365,4204,0.0,99.85748218527316
boost@1.60,4203,0.0,macos,365,3849,0.0,91.57744468236973
xgboost,4203,0.0,macos,365,4200,0.0,99.92862241256245
gobuffalo/tap/buffalo,4201,0.0,macos,365,4194,0.0,99.83337300642704
mupdf-tools,4190,0.0,macos,365,3965,0.0,94.63007159904535
osgeo/osgeo4mac/osgeo-netcdf,4184,0.0,macos,365,381,0.0,9.106118546845124
libcue,4178,0.0,macos,365,72,0.0,1.723312589755864
gst-python,4176,0.0,macos,365,2593,0.0,62.09291187739464
bindfs,4164,0.0,macos,365,3942,0.0,94.6685878962536
pwntools,4164,0.0,macos,365,4122,0.0,98.9913544668588
lf,4161,0.0,macos,365,4151,0.0,99.75967315549147
bluetoothconnector,4160,0.0,macos,365,4154,0.0,99.85576923076923
osgeo/osgeo4mac/osgeo-proj,4153,0.0,macos,365,326,0.0,7.8497471707199615
exif,4151,0.0,macos,365,3974,0.0,95.73596723681041
blender/tap/rome,4145,0.0,macos,365,4139,0.0,99.8552472858866
django-completion,4144,0.0,macos,365,3932,0.0,94.88416988416989
gitversion,4144,0.0,macos,365,4119,0.0,99.39671814671814
libxft,4138,0.0,macos,365,70,0.0,1.6916384726921216
lbzip2,4136,0.0,macos,365,3303,0.0,79.8597678916828
cdrtools,4127,0.0,macos,365,3612,0.0,87.52120184153138
foremost,4127,0.0,macos,365,4122,0.0,99.87884661982069
mypy,4119,0.0,macos,365,4065,0.0,98.68900218499635
pngcrush,4118,0.0,macos,365,3785,0.0,91.91355026711996
logrotate,4116,0.0,macos,365,3951,0.0,95.99125364431487
truncate,4108,0.0,macos,365,4096,0.0,99.7078870496592
ffms2,4093,0.0,macos,365,2451,0.0,59.88272660640117
swagger-codegen@2,4077,0.0,macos,365,4065,0.0,99.70566593083149
pianobar,4068,0.0,macos,365,3689,0.0,90.68338249754179
rust-analyzer,4063,0.0,macos,365,4061,0.0,99.95077528919516
srcclr/srcclr/srcclr,4053,0.0,macos,365,3845,0.0,94.86799901307673
cartr/qt4/qt-webkit@2.3,4047,0.0,macos,365,275,0.0,6.795156906350383
gdal --HEAD,4042,0.0,macos,365,4039,0.0,99.92577931716971
atlassian/tap/atlassian-plugin-sdk,4040,0.0,macos,365,3975,0.0,98.39108910891089
jsonpp,4039,0.0,macos,365,3964,0.0,98.14310472889329
osrf/simulation/gazebo11,4036,0.0,macos,365,3807,0.0,94.32606541129832
translate-shell,4030,0.0,macos,365,3945,0.0,97.89081885856079
libdazzle,4017,0.0,macos,365,821,0.0,20.43813791386607
hexedit,3981,0.0,macos,365,3807,0.0,95.62923888470235
botan,3978,0.0,macos,365,1681,0.0,42.25741578682755
podofo,3977,0.0,macos,365,2495,0.0,62.735730450088
svtplay-dl,3968,0.0,macos,365,3693,0.0,93.0695564516129
sidaf/pentest/dirb,3958,0.0,macos,365,3934,0.0,99.39363314805458
brew-pip,3957,0.0,macos,365,3950,0.0,99.82309830679807
adr-tools,3953,0.0,macos,365,3952,0.0,99.97470275739944
k14s/tap/kapp,3953,0.0,macos,365,3953,0.0,100.0
spdylay,3943,0.0,macos,365,1407,0.0,35.68348972863302
maven@3.2,3940,0.0,macos,365,3782,0.0,95.98984771573605
vtk@8.2,3940,0.0,macos,365,716,0.0,18.17258883248731
open-babel,3930,0.0,macos,365,3825,0.0,97.32824427480917
fpc,3922,0.0,macos,365,2558,0.0,65.22182559918409
zsh-git-prompt,3917,0.0,macos,365,3914,0.0,99.9234107735512
ffsend,3916,0.0,macos,365,3900,0.0,99.59141981613891
autoenv,3914,0.0,macos,365,3818,0.0,97.54726622381196
offlineimap,3911,0.0,macos,365,3588,0.0,91.7412426489389
danger/tap/danger-js,3906,0.0,macos,365,400,0.0,10.240655401945725
xdelta,3892,0.0,macos,365,601,0.0,15.441932168550872
gcovr,3890,0.0,macos,365,3797,0.0,97.60925449871465
molecule,3880,0.0,macos,365,3868,0.0,99.69072164948454
homebrew-ffmpeg/ffmpeg/ffmpeg --with-fdk-aac,3874,0.0,macos,365,3685,0.0,95.12132163138874
koekeishiya/formulae/yabai --HEAD,3870,0.0,macos,365,3829,0.0,98.9405684754522
switchaudio-osx,3869,0.0,macos,365,3864,0.0,99.87076764021711
llvm@6,3863,0.0,macos,365,1643,0.0,42.531711105358525
gnupg@1.4,3855,0.0,macos,365,3837,0.0,99.53307392996109
gnu-time,3848,0.0,macos,365,3715,0.0,96.54365904365905
imapsync,3847,0.0,macos,365,3688,0.0,95.8669092799584
spidermonkey,3847,0.0,macos,365,1031,0.0,26.800103977125033
pdf2svg,3842,0.0,macos,365,3756,0.0,97.76158250910983
verilator,3821,0.0,macos,365,3672,0.0,96.10049725202826
git-ftp,3816,0.0,macos,365,3651,0.0,95.67610062893081
checkstyle,3815,0.0,macos,365,3541,0.0,92.8178243774574
cartr/qt4/pyqt@4,3809,0.0,macos,365,3753,0.0,98.529797847204
catch2,3803,0.0,macos,365,2750,0.0,72.31133315803314
game-music-emu,3795,0.0,macos,365,483,0.0,12.727272727272727
stress-ng,3788,0.0,macos,365,3783,0.0,99.86800422386483
osrf/simulation/dartsim@6.10.0,3784,0.0,macos,365,125,0.0,3.30338266384778
mill,3767,0.0,macos,365,3754,0.0,99.65489779665516
libtar,3763,0.0,macos,365,129,0.0,3.4281158650013284
pdfgrep,3760,0.0,macos,365,3687,0.0,98.05851063829788
libxcursor,3750,0.0,macos,365,47,0.0,1.2533333333333334
picocom,3737,0.0,macos,365,3676,0.0,98.36767460529838
osrf/simulation/ignition-msgs1,3735,0.0,macos,365,538,0.0,14.404283801874163
oci-cli,3730,0.0,macos,365,3729,0.0,99.97319034852546
isync,3728,0.0,macos,365,3660,0.0,98.17596566523605
shopify/shopify/shopify-cli,3727,0.0,macos,365,3724,0.0,99.91950630533941
nethogs,3722,0.0,macos,365,3616,0.0,97.15206878022569
zola,3706,0.0,macos,365,3698,0.0,99.78413383702105
svgo,3701,0.0,macos,365,3695,0.0,99.83788165360713
libedit,3698,0.0,macos,365,3042,0.0,82.26068144943213
docker-machine-driver-vmware,3685,0.0,macos,365,3684,0.0,99.97286295793758
just,3685,0.0,macos,365,3676,0.0,99.75576662143826
grace,3671,0.0,macos,365,3588,0.0,97.73903568509942
ios-sim,3670,0.0,macos,365,3382,0.0,92.1525885558583
watchman --HEAD,3661,0.0,macos,365,3627,0.0,99.07129199672221
roswell,3654,0.0,macos,365,3589,0.0,98.22112753147236
borgbackup,3651,0.0,macos,365,3337,0.0,91.39961654341276
erlang@22,3651,0.0,macos,365,1945,0.0,53.27307586962476
brew-gem,3645,0.0,macos,365,3593,0.0,98.57338820301783
lighttpd,3636,0.0,macos,365,2829,0.0,77.8052805280528
enca,3634,0.0,macos,365,3569,0.0,98.21133736929004
wabt,3632,0.0,macos,365,3513,0.0,96.72356828193833
mongodb/brew/mongosh,3624,0.0,macos,365,3620,0.0,99.8896247240618
jython,3606,0.0,macos,365,3397,0.0,94.20410427066001
nats-server,3600,0.0,macos,365,3504,0.0,97.33333333333334
hashicorp/tap/waypoint,3594,0.0,macos,365,3594,0.0,100.0
consul-template,3586,0.0,macos,365,3473,0.0,96.84885666480758
eosio/eosio/eosio,3586,0.0,macos,365,3581,0.0,99.8605688789738
xdotool,3583,0.0,macos,365,3505,0.0,97.8230533072844
msktutil,3580,0.0,macos,365,3570,0.0,99.72067039106145
qca,3568,0.0,macos,365,1830,0.0,51.289237668161434
ffmpeg --HEAD,3564,0.0,macos,365,3466,0.0,97.25028058361391
needle,3564,0.0,macos,365,3558,0.0,99.83164983164983
x86_64-elf-binutils,3563,0.0,macos,365,1483,0.0,41.62222845916362
mpc,3559,0.0,macos,365,3333,0.0,93.64990165776904
go-task/tap/go-task,3551,0.0,macos,365,3504,0.0,98.67642917488033
libdvdread,3531,0.0,macos,365,446,0.0,12.630982724440667
sleepwatcher,3529,0.0,macos,365,3346,0.0,94.81439501275149
elastic/tap/elasticsearch-oss,3516,0.0,macos,365,3409,0.0,96.95676905574516
get_iplayer,3515,0.0,macos,365,3401,0.0,96.75675675675676
gnu-cobol,3515,0.0,macos,365,3474,0.0,98.83357041251777
hcloud,3514,0.0,macos,365,3514,0.0,100.0
tinygo-org/tools/tinygo,3510,0.0,macos,365,3508,0.0,99.94301994301993
pidcat,3495,0.0,macos,365,3459,0.0,98.96995708154506
antibody,3489,0.0,macos,365,3487,0.0,99.9426769848094
cliclick,3486,0.0,macos,365,3461,0.0,99.28284566838784
traefik,3486,0.0,macos,365,3477,0.0,99.74182444061962
gitg,3484,0.0,macos,365,3391,0.0,97.33065442020667
mockolo,3484,0.0,macos,365,3479,0.0,99.8564867967853
rakudo-star,3484,0.0,macos,365,3247,0.0,93.19747416762341
superlu,3480,0.0,macos,365,517,0.0,14.856321839080461
id3lib,3478,0.0,macos,365,1471,0.0,42.29442208165612
phpmd,3471,0.0,macos,365,3154,0.0,90.86718524920772
icdiff,3469,0.0,macos,365,3323,0.0,95.79129432113001
fakeroot,3466,0.0,macos,365,2853,0.0,82.31390652048471
cjbassi/ytop/ytop,3462,0.0,macos,365,3456,0.0,99.8266897746967
astyle,3457,0.0,macos,365,2217,0.0,64.13074920451258
git-duet/tap/git-duet,3455,0.0,macos,365,3440,0.0,99.56584659913169
ansiweather,3453,0.0,macos,365,3242,0.0,93.8893715609615
ansible@2.8,3451,0.0,macos,365,3447,0.0,99.88409156766154
wix/brew/applesimutils --HEAD,3448,0.0,macos,365,3448,0.0,100.0
blackbox,3446,0.0,macos,365,3397,0.0,98.5780615206036
osrf/simulation/ignition-transport4,3446,0.0,macos,365,477,0.0,13.84213580963436
grails,3436,0.0,macos,365,3000,0.0,87.31082654249127
eye-d3,3429,0.0,macos,365,2751,0.0,80.22747156605425
blast,3426,0.0,macos,365,2537,0.0,74.05137186223001
fn,3425,0.0,macos,365,3421,0.0,99.88321167883211
nlohmann-json,3422,0.0,macos,365,3263,0.0,95.35359438924606
dcmtk,3403,0.0,macos,365,2839,0.0,83.42638848075228
xsv,3382,0.0,macos,365,3320,0.0,98.16676522767594
editorconfig,3377,0.0,macos,365,3129,0.0,92.6562037311223
gitup,3377,0.0,macos,365,3091,0.0,91.53094462540716
vulkan-headers,3374,0.0,macos,365,3373,0.0,99.97036158861886
libgit2-glib,3370,0.0,macos,365,740,0.0,21.958456973293767
snort,3368,0.0,macos,365,3218,0.0,95.54631828978623
gsmartcontrol,3367,0.0,macos,365,3318,0.0,98.54469854469855
maven-completion,3364,0.0,macos,365,3119,0.0,92.71700356718192
llvm@7,3352,0.0,macos,365,2570,0.0,76.67064439140812
libgxps,3350,0.0,macos,365,461,0.0,13.761194029850746
cli53,3347,0.0,macos,365,3255,0.0,97.25126979384522
imagesnap,3347,0.0,macos,365,3279,0.0,97.96832984762473
k14s/tap/ytt,3344,0.0,macos,365,3342,0.0,99.9401913875598
gphoto2,3340,0.0,macos,365,3172,0.0,94.97005988023952
tmux-xpanes,3340,0.0,macos,365,2585,0.0,77.39520958083833
volk,3339,0.0,macos,365,179,0.0,5.360886492961964
masscan,3338,0.0,macos,365,3317,0.0,99.3708807669263
google-sparsehash,3334,0.0,macos,365,999,0.0,29.96400719856029
osgeo/osgeo4mac/osgeo-libgeotiff,3319,0.0,macos,365,177,0.0,5.332931605905393
gearman,3315,0.0,macos,365,3117,0.0,94.02714932126696
volatility,3312,0.0,macos,365,3269,0.0,98.70169082125604
todo-txt,3306,0.0,macos,365,3192,0.0,96.55172413793103
boot-clj,3298,0.0,macos,365,2911,0.0,88.26561552456033
rmtrash,3298,0.0,macos,365,3295,0.0,99.90903577926017
swig@3,3293,0.0,macos,365,2209,0.0,67.08168843000304
sbt@0.13,3288,0.0,macos,365,3281,0.0,99.78710462287104
xclogparser,3277,0.0,macos,365,3274,0.0,99.90845285321942
ponysay,3268,0.0,macos,365,3067,0.0,93.84944920440637
cloudfoundry/tap/cf-cli@7,3266,0.0,macos,365,3265,0.0,99.96938150642988
timescale/tap/timescaledb-tools,3266,0.0,macos,365,37,0.0,1.132884262094305
lammps,3264,0.0,macos,365,3218,0.0,98.5906862745098
libxdamage,3264,0.0,macos,365,30,0.0,0.9191176470588236
vale,3256,0.0,macos,365,3253,0.0,99.90786240786241
opencolorio,3254,0.0,macos,365,1367,0.0,42.009834050399505
byacc,3252,0.0,macos,365,1490,0.0,45.817958179581794
docker-credential-helper,3247,0.0,macos,365,2977,0.0,91.68463196797043
crunch,3241,0.0,macos,365,3240,0.0,99.96914532551682
lsof,3228,0.0,macos,365,3181,0.0,98.54399008674102
nco,3225,0.0,macos,365,3160,0.0,97.98449612403101
microsoft/mssql-release/mssql-tools@14.0.6.0,3220,0.0,macos,365,3218,0.0,99.93788819875776
cpprestsdk,3219,0.0,macos,365,3012,0.0,93.56943150046598
gomplate,3219,0.0,macos,365,3219,0.0,100.0
pdflib-lite,3217,0.0,macos,365,450,0.0,13.988187752564501
nload,3212,0.0,macos,365,3212,0.0,100.0
libvmaf,3210,0.0,macos,365,753,0.0,23.457943925233646
mongodb/brew/mongodb-community@3.2,3203,0.0,macos,365,3196,0.0,99.78145488604433
scalapack,3203,0.0,macos,365,1405,0.0,43.86512644395879
sfdo-tooling/sfdo/cumulusci,3201,0.0,macos,365,3201,0.0,100.0
devspace,3200,0.0,macos,365,3191,0.0,99.71875
valgrind,3195,0.0,macos,365,3065,0.0,95.93114241001565
vcprompt,3183,0.0,macos,365,3182,0.0,99.96858309770657
h2,3180,0.0,macos,365,3099,0.0,97.45283018867924
megatools,3179,0.0,macos,365,3122,0.0,98.20698332809059
osm2pgsql,3179,0.0,macos,365,3080,0.0,96.88581314878893
libotr,3177,0.0,macos,365,627,0.0,19.735599622285175
dotnet,3173,0.0,macos,365,2394,0.0,75.44910179640718
bats,3172,0.0,macos,365,3162,0.0,99.68474148802018
docker-machine-parallels,3172,0.0,macos,365,3124,0.0,98.48675914249685
convmv,3163,0.0,macos,365,3133,0.0,99.05153335441037
libglade,3162,0.0,macos,365,667,0.0,21.094244149272612
zegervdv/zathura/zathura-pdf-poppler,3162,0.0,macos,365,3152,0.0,99.68374446552815
httpstat,3147,0.0,macos,365,3060,0.0,97.23546234509057
vault-cli,3146,0.0,macos,365,3069,0.0,97.55244755244755
caf,3140,0.0,macos,365,449,0.0,14.29936305732484
denisidoro/tools/navi,3136,0.0,macos,365,3120,0.0,99.48979591836735
igraph,3129,0.0,macos,365,2892,0.0,92.42569511025887
liamg/tfsec/tfsec,3129,0.0,macos,365,3126,0.0,99.90412272291466
ngrep,3126,0.0,macos,365,3013,0.0,96.38515674984005
lynis,3118,0.0,macos,365,3016,0.0,96.72867222578576
pngcheck,3116,0.0,macos,365,3109,0.0,99.77535301668806
babl,3110,0.0,macos,365,1035,0.0,33.27974276527331
beanstalkd,3101,0.0,macos,365,1996,0.0,64.36633344082554
lv,3093,0.0,macos,365,2695,0.0,87.13223407694795
libvncserver,3092,0.0,macos,365,623,0.0,20.148771021992236
rsyslog,3092,0.0,macos,365,2936,0.0,94.95472186287192
lerna,3090,0.0,macos,365,3088,0.0,99.93527508090615
mysql-connector-c++,3082,0.0,macos,365,2838,0.0,92.08306294613887
flashrom,3080,0.0,macos,365,3057,0.0,99.25324675324674
henkrehorst/php/valet-php@7.4,3070,0.0,macos,365,3065,0.0,99.8371335504886
libsvg,3070,0.0,macos,365,551,0.0,17.94788273615635
solidity,3069,0.0,macos,365,3068,0.0,99.96741609644836
ntp,3068,0.0,macos,365,3059,0.0,99.70664928292047
base64,3064,0.0,macos,365,3035,0.0,99.05352480417756
source-to-image,3056,0.0,macos,365,3047,0.0,99.70549738219894
osrf/simulation/ignition-common1,3055,0.0,macos,365,550,0.0,18.00327332242226
phrase/brewed/phrase,3052,0.0,macos,365,3051,0.0,99.96723460026212
drone/drone/drone,3046,0.0,macos,365,3045,0.0,99.96717005909389
camlp5,3043,0.0,macos,365,683,0.0,22.444955635885638
haxe,3040,0.0,macos,365,2833,0.0,93.1907894736842
bsdiff,3033,0.0,macos,365,3030,0.0,99.90108803165182
gitmoji,3027,0.0,macos,365,3019,0.0,99.73571192599934
ruby@2.4,3027,0.0,macos,365,3016,0.0,99.63660389824909
libplist --HEAD,3024,0.0,macos,365,3024,0.0,100.0
m-cli,3019,0.0,macos,365,3004,0.0,99.50314673733024
go-jira,3017,0.0,macos,365,3002,0.0,99.5028173682466
instrumenta/instrumenta/conftest,3005,0.0,macos,365,3004,0.0,99.96672212978369
gron,2992,0.0,macos,365,2982,0.0,99.66577540106952
mariadb@10.1,2991,0.0,macos,365,2980,0.0,99.63223002340355
denji/nginx/rtmp-nginx-module,2990,0.0,macos,365,42,0.0,1.4046822742474918
gtkspell3,2986,0.0,macos,365,987,0.0,33.05425318151373
knock,2984,0.0,macos,365,2970,0.0,99.53083109919572
react-native-cli,2978,0.0,macos,365,2962,0.0,99.4627266621894
wagoodman/dive/dive,2978,0.0,macos,365,2968,0.0,99.66420416386836
gtksourceview,2976,0.0,macos,365,1598,0.0,53.696236559139784
czmq,2960,0.0,macos,365,2167,0.0,73.20945945945945
mpssh,2956,0.0,macos,365,203,0.0,6.867388362652233
rarian,2954,0.0,macos,365,55,0.0,1.8618821936357481
miller,2949,0.0,macos,365,2808,0.0,95.21871820956255
glib-openssl,2934,0.0,macos,365,2926,0.0,99.72733469665985
hledger,2934,0.0,macos,365,2819,0.0,96.08043626448534
vsftpd,2933,0.0,macos,365,2928,0.0,99.82952608250937
libopenmpt,2931,0.0,macos,365,1332,0.0,45.445240532241556
lokalise/cli-2/lokalise2,2929,0.0,macos,365,2927,0.0,99.931717309662
osrf/simulation/ignition-fuel-tools1,2927,0.0,macos,365,593,0.0,20.25965152032798
pup,2921,0.0,macos,365,2882,0.0,98.66484080794248
keychain,2917,0.0,macos,365,2865,0.0,98.21734658896126
progress,2915,0.0,macos,365,2824,0.0,96.87821612349914
libgsm,2912,0.0,macos,365,493,0.0,16.929945054945055
arm-linux-gnueabihf-binutils,2907,0.0,macos,365,2902,0.0,99.82800137598899
httping,2882,0.0,macos,365,2795,0.0,96.98126301179735
chamber,2881,0.0,macos,365,2881,0.0,100.0
awsume,2878,0.0,macos,365,2877,0.0,99.96525364836693
libiodbc,2878,0.0,macos,365,2644,0.0,91.86935371785962
gprof2dot,2870,0.0,macos,365,2788,0.0,97.14285714285714
usbmuxd,2864,0.0,macos,365,521,0.0,18.191340782122907
petere/postgresql/postgresql@12,2863,0.0,macos,365,2837,0.0,99.09186168354871
sd,2862,0.0,macos,365,2858,0.0,99.86023759608665
elastic/tap/metricbeat-full,2858,0.0,macos,365,2858,0.0,100.0
xhyve --HEAD,2848,0.0,macos,365,2848,0.0,100.0
freeciv,2842,0.0,macos,365,2721,0.0,95.74243490499647
trojan-gfw/trojan/trojan,2833,0.0,macos,365,2828,0.0,99.82350864807624
glslang,2828,0.0,macos,365,2232,0.0,78.92503536067893
zig,2817,0.0,macos,365,2813,0.0,99.85800496982606
enscript,2816,0.0,macos,365,2584,0.0,91.76136363636364
dosbox,2814,0.0,macos,365,2771,0.0,98.47192608386638
tippecanoe,2812,0.0,macos,365,2765,0.0,98.32859174964437
opencascade,2811,0.0,macos,365,869,0.0,30.914265385983636
checkbashisms,2804,0.0,macos,365,2721,0.0,97.03994293865907
osgeo/osgeo4mac/osgeo-gdal-python,2801,0.0,macos,365,1471,0.0,52.51695822920386
sassc,2798,0.0,macos,365,2665,0.0,95.24660471765547
jp2a,2796,0.0,macos,365,2555,0.0,91.38054363376253
procmail,2790,0.0,macos,365,2788,0.0,99.92831541218638
drone-cli,2789,0.0,macos,365,2740,0.0,98.24309788454644
espeak,2786,0.0,macos,365,2776,0.0,99.64106245513281
ghc@8.8,2786,0.0,macos,365,321,0.0,11.521895190236899
varnish,2785,0.0,macos,365,2556,0.0,91.7773788150808
bowtie2,2772,0.0,macos,365,2212,0.0,79.7979797979798
akamai,2771,0.0,macos,365,2770,0.0,99.96391194514615
thoughtbot/formulae/parity,2763,0.0,macos,365,2701,0.0,97.75606225117626
aws/tap/copilot-cli,2760,0.0,macos,365,2744,0.0,99.42028985507247
log4cpp,2760,0.0,macos,365,384,0.0,13.91304347826087
ccache --HEAD,2756,0.0,macos,365,2676,0.0,97.09724238026125
monit,2754,0.0,macos,365,2663,0.0,96.6957153231663
theharvester,2751,0.0,macos,365,2710,0.0,98.5096328607779
sk,2749,0.0,macos,365,2744,0.0,99.81811567842853
basex,2748,0.0,macos,365,2551,0.0,92.8311499272198
ghc@8.6,2748,0.0,macos,365,409,0.0,14.883551673944687
glooctl,2745,0.0,macos,365,2742,0.0,99.89071038251366
twine-pypi,2744,0.0,macos,365,2740,0.0,99.85422740524781
docker-machine-nfs,2741,0.0,macos,365,2318,0.0,84.56767603064574
libxml++,2733,0.0,macos,365,2228,0.0,81.52213684595682
hr,2723,0.0,macos,365,636,0.0,23.35659199412413
dnstwist,2722,0.0,macos,365,2649,0.0,97.3181484202792
kubebuilder,2717,0.0,macos,365,2717,0.0,100.0
vbindiff,2716,0.0,macos,365,2690,0.0,99.04270986745215
chezscheme,2711,0.0,macos,365,2244,0.0,82.77388417558097
crowdin,2703,0.0,macos,365,2686,0.0,99.37106918238993
wallix/awless/awless,2700,0.0,macos,365,2616,0.0,96.88888888888889
fox,2697,0.0,macos,365,1421,0.0,52.68817204301075
osrf/simulation/ignition-cmake0,2695,0.0,macos,365,49,0.0,1.8181818181818181
tkdiff,2694,0.0,macos,365,2618,0.0,97.1789161098738
lesspipe,2693,0.0,macos,365,2443,0.0,90.71667285555142
riscv/riscv/riscv-gnu-toolchain,2693,0.0,macos,365,329,0.0,12.216858522094318
d12frosted/emacs-plus/emacs-plus@26,2691,0.0,macos,365,2613,0.0,97.10144927536231
freeradius-server,2687,0.0,macos,365,2591,0.0,96.42724227763306
ncview,2687,0.0,macos,365,2623,0.0,97.61816151842203
gradle-completion,2685,0.0,macos,365,2653,0.0,98.80819366852887
credstash,2683,0.0,macos,365,2683,0.0,100.0
gr-osmosdr,2680,0.0,macos,365,2570,0.0,95.8955223880597
kde-extra-cmake-modules,2676,0.0,macos,365,1319,0.0,49.289985052316894
nodeenv,2671,0.0,macos,365,2631,0.0,98.50243354548857
sashkab/python/python@3.6,2670,0.0,macos,365,2665,0.0,99.812734082397
sdl_net,2670,0.0,macos,365,387,0.0,14.49438202247191
cmark,2669,0.0,macos,365,1794,0.0,67.21618583739229
two-lame,2668,0.0,macos,365,305,0.0,11.431784107946028
create-dmg,2665,0.0,macos,365,2647,0.0,99.32457786116323
bartycrouch,2663,0.0,macos,365,2646,0.0,99.36162223056702
jo,2661,0.0,macos,365,2549,0.0,95.79105599398721
zmap,2661,0.0,macos,365,2565,0.0,96.3923337091319
dub,2655,0.0,macos,365,2336,0.0,87.984934086629
gcsfuse,2653,0.0,macos,365,2614,0.0,98.52996607614021
pdsh,2642,0.0,macos,365,2555,0.0,96.70704012112036
browsh-org/browsh/browsh,2637,0.0,macos,365,2631,0.0,99.77246871444824
bcftools,2634,0.0,macos,365,2418,0.0,91.79954441913439
innoextract,2630,0.0,macos,365,2445,0.0,92.9657794676806
pdfcrack,2626,0.0,macos,365,2456,0.0,93.52627570449353
mariadb@10.2,2624,0.0,macos,365,2618,0.0,99.77134146341463
timewarrior,2622,0.0,macos,365,2593,0.0,98.89397406559878
stormssh,2621,0.0,macos,365,2312,0.0,88.21060663868752
giter8,2618,0.0,macos,365,2315,0.0,88.42627960275018
schollz/tap/croc,2618,0.0,macos,365,2607,0.0,99.57983193277312
daq,2617,0.0,macos,365,194,0.0,7.413068398930073
ecm,2615,0.0,macos,365,2611,0.0,99.8470363288719
fwup,2608,0.0,macos,365,2503,0.0,95.9739263803681
libxpm,2606,0.0,macos,365,86,0.0,3.300076745970836
tnftpd,2603,0.0,macos,365,2595,0.0,99.6926623127161
kim-api,2597,0.0,macos,365,237,0.0,9.125914516750095
capnp,2595,0.0,macos,365,2332,0.0,89.86512524084779
pdfpc,2595,0.0,macos,365,2588,0.0,99.73025048169558
kabel/php-ext/php@7.2-imap,2588,0.0,macos,365,2579,0.0,99.65224111282845
calc,2583,0.0,macos,365,2529,0.0,97.90940766550523
dylibbundler,2579,0.0,macos,365,2540,0.0,98.48778596355177
pspg,2571,0.0,macos,365,2571,0.0,100.0
osrf/simulation/ignition-math4,2570,0.0,macos,365,128,0.0,4.980544747081712
fossil,2567,0.0,macos,365,2428,0.0,94.58511881573821
liblo,2561,0.0,macos,365,1311,0.0,51.19094103865678
tmuxinator-completion,2560,0.0,macos,365,2378,0.0,92.890625
unicorn,2560,0.0,macos,365,2554,0.0,99.765625
codekitchen/dinghy/dinghy,2556,0.0,macos,365,2534,0.0,99.13928012519561
nagios-plugins,2555,0.0,macos,365,1382,0.0,54.09001956947163
swift,2544,0.0,macos,365,2355,0.0,92.57075471698113
facebook/fb/fbsimctl --HEAD,2539,0.0,macos,365,2533,0.0,99.76368649074439
x86_64-elf-gcc,2536,0.0,macos,365,2526,0.0,99.60567823343848
eccodes,2533,0.0,macos,365,1570,0.0,61.98183971575207
shivammathur/php/php,2530,0.0,macos,365,2527,0.0,99.88142292490119
encfs,2528,0.0,macos,365,2349,0.0,92.91930379746836
log4cplus,2527,0.0,macos,365,1677,0.0,66.36327661258409
osx-cross/arm/arm-gcc-bin,2527,0.0,macos,365,2521,0.0,99.76256430550059
kerl,2525,0.0,macos,365,2472,0.0,97.9009900990099
prettyping,2524,0.0,macos,365,2523,0.0,99.96038034865293
kong/kong/openresty,2523,0.0,macos,365,446,0.0,17.6773682124455
aws-sdk-cpp,2518,0.0,macos,365,2246,0.0,89.1977760127085
phplint,2517,0.0,macos,365,2378,0.0,94.47755264203417
gdcm,2514,0.0,macos,365,1954,0.0,77.72474144789182
kabel/php-ext/php@7.3-imap,2508,0.0,macos,365,2507,0.0,99.96012759170654
tectonic,2507,0.0,macos,365,2503,0.0,99.84044674910251
pyenv --HEAD,2500,0.0,macos,365,2489,0.0,99.56
yapf,2496,0.0,macos,365,2495,0.0,99.9599358974359
